id,target
2998,2
2999,6
3000,2
3001,5
3002,5
3003,2
3004,4
3005,5
3006,5
3007,7
3008,6
3009,4
3010,6
3011,5
3012,7
3013,6
3014,6
3015,6
3016,2
3017,4
3018,2
3019,5
3020,6
3021,6
3022,3
3023,6
3024,4
3025,5
3026,6
3027,6
3028,5
3029,2
3030,6
3031,8
3032,6
3033,3
3034,6
3035,6
3036,4
3037,2
3038,4
3039,6
3040,6
3041,2
3042,5
3043,4
3044,5
3045,3
3046,3
3047,4
3048,5
3049,6
3050,5
3051,5
3052,7
3053,6
3054,6
3055,5
3056,6
3057,6
3058,2
3059,3
3060,4
3061,4
3062,4
3063,6
3064,6
3065,7
3066,3
3067,4
3068,5
3069,6
3070,2
3071,2
3072,5
3073,6
3074,7
3075,7
3076,2
3077,7
3078,7
3079,6
3080,3
3081,7
3082,6
3083,6
3084,2
3085,5
3086,6
3087,5
3088,5
3089,7
3090,2
3091,2
3092,3
3093,1
3094,7
3095,2
3096,4
3097,2
3098,3
3099,6
3100,3
3101,2
3102,8
3103,6
3104,6
3105,3
3106,6
3107,8
3108,2
3109,6
3110,8
3111,6
3112,6
3113,4
3114,6
3115,2
3116,7
3117,2
3118,6
3119,3
3120,5
3121,6
3122,5
3123,7
3124,3
3125,5
3126,7
3127,2
3128,2
3129,5
3130,2
3131,7
3132,6
3133,4
3134,7
3135,5
3136,5
3137,4
3138,6
3139,7
3140,3
3141,2
3142,4
3143,5
3144,6
3145,2
3146,6
3147,6
3148,7
3149,5
3150,2
3151,6
3152,6
3153,4
3154,4
3155,5
3156,6
3157,3
3158,2
3159,4
3160,6
3161,4
3162,2
3163,2
3164,2
3165,5
3166,2
3167,4
3168,2
3169,5
3170,8
3171,6
3172,5
3173,6
3174,2
3175,2
3176,7
3177,6
3178,7
3179,6
3180,2
3181,6
3182,5
3183,2
3184,5
3185,4
3186,7
3187,2
3188,6
3189,6
3190,7
3191,2
3192,6
3193,6
3194,3
3195,7
3196,7
3197,2
3198,3
3199,6
3200,2
3201,5
3202,7
3203,2
3204,6
3205,2
3206,2
3207,2
3208,6
3209,5
3210,2
3211,2
3212,7
3213,5
3214,8
3215,6
3216,2
3217,4
3218,7
3219,6
3220,2
3221,6
3222,4
3223,6
3224,7
3225,6
3226,4
3227,6
3228,3
3229,5
3230,6
3231,6
3232,5
3233,6
3234,6
3235,3
3236,8
3237,6
3238,4
3239,6
3240,7
3241,2
3242,6
3243,2
3244,8
3245,3
3246,2
3247,2
3248,7
3249,5
3250,3
3251,3
3252,7
3253,8
3254,5
3255,3
3256,6
3257,2
3258,2
3259,6
3260,6
3261,6
3262,7
3263,6
3264,2
3265,4
3266,3
3267,5
3268,7
3269,4
3270,5
3271,6
3272,6
3273,6
3274,4
3275,7
3276,4
3277,4
3278,6
3279,3
3280,4
3281,2
3282,5
3283,6
3284,6
3285,7
3286,8
3287,6
3288,6
3289,3
3290,2
3291,7
3292,6
3293,7
3294,7
3295,2
3296,8
3297,2
3298,2
3299,6
3300,6
3301,5
3302,3
3303,4
3304,2
3305,7
3306,7
3307,3
3308,4
3309,2
3310,4
3311,6
3312,6
3313,2
3314,6
3315,6
3316,7
3317,6
3318,6
3319,6
3320,2
3321,6
3322,2
3323,8
3324,8
3325,5
3326,5
3327,6
3328,7
3329,6
3330,6
3331,6
3332,3
3333,2
3334,2
3335,4
3336,4
3337,7
3338,2
3339,6
3340,6
3341,7
3342,2
3343,6
3344,7
3345,3
3346,3
3347,2
3348,5
3349,2
3350,7
3351,4
3352,5
3353,6
3354,6
3355,8
3356,6
3357,5
3358,7
3359,6
3360,6
3361,2
3362,6
3363,7
3364,3
3365,6
3366,5
3367,2
3368,6
3369,3
3370,5
3371,2
3372,2
3373,2
3374,2
3375,3
3376,8
3377,6
3378,2
3379,2
3380,6
3381,5
3382,2
3383,7
3384,5
3385,2
3386,2
3387,6
3388,4
3389,7
3390,4
3391,2
3392,5
3393,4
3394,2
3395,2
3396,2
3397,3
3398,2
3399,3
3400,2
3401,2
3402,6
3403,6
3404,6
3405,2
3406,4
3407,6
3408,3
3409,2
3410,3
3411,3
3412,6
3413,2
3414,7
3415,3
3416,4
3417,2
3418,2
3419,8
3420,6
3421,3
3422,6
3423,6
3424,6
3425,6
3426,7
3427,3
3428,5
3429,6
3430,5
3431,4
3432,5
3433,3
3434,6
3435,6
3436,2
3437,2
3438,4
3439,2
3440,6
3441,2
3442,6
3443,8
3444,2
3445,8
3446,6
3447,5
3448,2
3449,4
3450,4
3451,6
3452,3
3453,6
3454,6
3455,6
3456,7
3457,2
3458,2
3459,6
3460,3
3461,6
3462,2
3463,4
3464,8
3465,6
3466,2
3467,6
3468,6
3469,6
3470,3
3471,2
3472,6
3473,2
3474,4
3475,3
3476,2
3477,6
3478,6
3479,3
3480,2
3481,2
3482,5
3483,4
3484,6
3485,2
3486,2
3487,3
3488,5
3489,6
3490,3
3491,3
3492,6
3493,6
3494,5
3495,8
3496,4
3497,2
3498,2
3499,6
3500,7
3501,5
3502,2
3503,5
3504,7
3505,4
3506,2
3507,6
3508,7
3509,3
3510,6
3511,3
3512,8
3513,6
3514,2
3515,7
3516,2
3517,7
3518,2
3519,2
3520,2
3521,6
3522,2
3523,4
3524,6
3525,5
3526,2
3527,6
3528,2
3529,2
3530,4
3531,5
3532,5
3533,6
3534,4
3535,5
3536,8
3537,6
3538,2
3539,2
3540,6
3541,6
3542,4
3543,2
3544,7
3545,2
3546,7
3547,6
3548,4
3549,7
3550,6
3551,6
3552,2
3553,6
3554,6
3555,2
3556,4
3557,2
3558,3
3559,5
3560,5
3561,3
3562,2
3563,6
3564,3
3565,2
3566,6
3567,2
3568,3
3569,7
3570,6
3571,2
3572,5
3573,6
3574,2
3575,7
3576,8
3577,4
3578,7
3579,5
3580,5
3581,5
3582,2
3583,5
3584,6
3585,7
3586,3
3587,5
3588,6
3589,5
3590,4
3591,4
3592,4
3593,4
3594,7
3595,4
3596,3
3597,6
3598,8
3599,4
3600,8
3601,2
3602,4
3603,4
3604,4
3605,7
3606,6
3607,6
3608,7
3609,5
3610,5
3611,2
3612,3
3613,2
3614,6
3615,7
3616,6
3617,2
3618,6
3619,2
3620,6
3621,7
3622,5
3623,3
3624,6
3625,6
3626,7
3627,3
3628,6
3629,5
3630,8
3631,6
3632,5
3633,5
3634,6
3635,5
3636,7
3637,2
3638,7
3639,2
3640,5
3641,3
3642,2
3643,7
3644,2
3645,2
3646,6
3647,5
3648,6
3649,4
3650,2
3651,4
3652,4
3653,7
3654,3
3655,7
3656,6
3657,6
3658,4
3659,7
3660,6
3661,6
3662,6
3663,6
3664,6
3665,5
3666,5
3667,7
3668,5
3669,2
3670,2
3671,3
3672,2
3673,4
3674,6
3675,2
3676,4
3677,6
3678,7
3679,6
3680,3
3681,2
3682,5
3683,4
3684,2
3685,8
3686,6
3687,2
3688,4
3689,6
3690,4
3691,5
3692,4
3693,7
3694,2
3695,2
3696,3
3697,6
3698,5
3699,7
3700,6
3701,4
3702,4
3703,7
3704,6
3705,2
3706,8
3707,5
3708,2
3709,6
3710,5
3711,7
3712,2
3713,6
3714,2
3715,6
3716,5
3717,6
3718,2
3719,6
3720,6
3721,3
3722,2
3723,5
3724,8
3725,2
3726,6
3727,6
3728,2
3729,4
3730,3
3731,2
3732,2
3733,6
3734,2
3735,2
3736,6
3737,3
3738,4
3739,3
3740,5
3741,6
3742,2
3743,7
3744,2
3745,5
3746,2
3747,4
3748,6
3749,5
3750,5
3751,2
3752,3
3753,6
3754,7
3755,6
3756,4
3757,2
3758,5
3759,6
3760,2
3761,6
3762,3
3763,4
3764,6
3765,8
3766,6
3767,3
3768,2
3769,5
3770,6
3771,3
3772,2
3773,5
3774,6
3775,5
3776,7
3777,4
3778,7
3779,5
3780,2
3781,8
3782,5
3783,7
3784,4
3785,2
3786,2
3787,6
3788,5
3789,5
3790,7
3791,6
3792,7
3793,2
3794,6
3795,2
3796,2
3797,3
3798,3
3799,2
3800,5
3801,3
3802,2
3803,6
3804,6
3805,7
3806,7
3807,2
3808,7
3809,3
3810,6
3811,6
3812,6
3813,2
3814,2
3815,5
3816,2
3817,6
3818,6
3819,3
3820,7
3821,4
3822,6
3823,4
3824,8
3825,7
3826,3
3827,2
3828,3
3829,2
3830,7
3831,6
3832,6
3833,2
3834,2
3835,7
3836,2
3837,2
3838,8
3839,2
